track_id,song_id,artist_id,artist_name,song_title,genre,song_1,song_2,song_3,centered_song_1,centered_song_2,centered_song_3,corr_song_1,corr_song_2,corr_song_3,cos_song_1,cos_song_2,cos_song_3,tfidf_dot_1,tfidf_dot_2,tfidf_dot_3,tfidf_centered_1,tfidf_centered_2,tfidf_centered_3,tfidf_corr_1,tfidf_corr_2,tfidf_corr_3,tfidf_cos_1,tfidf_cos_2,tfidf_cos_3
TRDQLTF128E0787809,SODUTDM12A67020476,ARGVJPK1187B9909EA,Josh Groban,Broken Vow (Album Version),classical,Interlude 5,I'm A Winner (Amended Album Version),I Want You,Interlude 5,I'm A Winner (Amended Album Version),I Want You,Broken Vow,Overcome,Everytime I...,Broken Vow,Overcome,Mama,Broken Vow,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Interlude 5,Broken Vow,Last to Know,The Hourglass,Broken Vow,More Than Words,Broken Buildings,Broken Vow,More Than Words,Invisible Shield
TRUAAEQ128F423C52D,SOGDUMI12A8AE45417,ARGVJPK1187B9909EA,Josh Groban,Gira Con Me Questa Notte (Album Version),classical,Move On,Horse With No Name,Istruzioni Per L'(Ill)uso,Move On,Horse With No Name,Istruzioni Per L'(Ill)uso,Istruzioni Per L'(Ill)uso,Roma Sogna,Nord,Istruzioni Per L'(Ill)uso,Roma Sogna,Nord,Istruzioni Per L'(Ill)uso,Sinan Capudan Pascià,Quelli Che,Istruzioni Per L'(Ill)uso,Sinan Capudan Pascià,Quelli Che,Piano (Memory),Caruso,La Canzone Dell' Impossibile,Piano (Memory),Caruso,La Canzone Dell' Impossibile
TRYGDNA128E078780C,SOWLNSE12A67020479,ARGVJPK1187B9909EA,Josh Groban,Hymne A L'Amour (Album Version),classical,Yakamonéyé,L'Amour Du Risque,Panam All Star,Yakamonéyé,L'Amour Du Risque,Panam All Star,L'Homme De La Situation,Tomber Le Masque,A Tes Côtés,L'Homme De La Situation,Tomber Le Masque,A Tes Côtés,Panam All Star,Yakamonéyé,Sans Rémission,Yakamonéyé,Panam All Star,Sans Rémission,L'Homme De La Situation,A Tes Côtés,Mon Ange,L'Homme De La Situation,A Tes Côtés,Mon Ange
TRDFTPP128F427550C,SOWOPHG12A8C13DB44,ARGVJPK1187B9909EA,Josh Groban,It Came Upon A Midnight Clear (Album Version),classical,Weak Become Heroes,Sing,Sing A Song,Weak Become Heroes,Sing,Sing A Song,Sing,Sing It,Israel,Sing,Sing It,Israel,Angel,Chorus Of Angels,My Sweet Jane,Angel,Chorus Of Angels,My Sweet Jane,The Crash Of Angel Wings,You're My Angel,Angel,The Crash Of Angel Wings,You're My Angel,Angel
TRRBWRX128F423C535,SOBFGZA12A8AE4542A,ARGVJPK1187B9909EA,Josh Groban,Let Me Fall (From Cirque du Soleil) (Album Version),classical,Interlude 5,8 Mile,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),8 Mile,Everytime I...,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Let Me Out,Come Take Me Over,Let The Chips Fall,Let Me Out,Come Take Me Over,Let The Chips Fall,The Fire In Which You Burn (feat. J-Treds & The Brewin From The Juggaknots),Dream Catch Me,Closer To You,Dream Catch Me,Catch Me,Let The Chips Fall,Catch Me,Let The Chips Fall,If Only For One Night,Catch Me,Let The Chips Fall,If Only For One Night
TRJSTLV128F4241832,SOHCDYF12A58A7C604,ARGVJPK1187B9909EA,Josh Groban,Mi Mancherai (Il Postino) (Revised Live Version),classical,Luv Me Up,Sinan Capudan Pascià,Te Ando Buscando,Luv Me Up,Sinan Capudan Pascià,Te Ando Buscando,Adagio,Musica,Il Pugile Sentimentale ( Live ),Adagio,Musica,Il Pugile Sentimentale ( Live ),Quelli Che,Sinan Capudan Pascià,Limiti,Quelli Che,Sinan Capudan Pascià,Limiti,Come Primavera,Il Pugile Sentimentale ( Live ),Semplicemente (Canto Per Te),Come Primavera,Il Pugile Sentimentale ( Live ),Semplicemente (Canto Per Te)
TRBRHPE128E0787803,SOJCMKN12A67020471,ARGVJPK1187B9909EA,Josh Groban,My Confession (Album Version),classical,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),8 Mile,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Everytime I...,8 Mile,I Understand,Book Of Life,Don't Change Your Plans,I Understand,Book Of Life,Don't Change Your Plans,Interlude 5,Man In The Mirror,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Blessed,Man In The Mirror,Beautiful Day,Blessed,Beautiful Day,Careful,Blessed,Beautiful Day,Careful
TRLJSTZ128F4241831,SOTEXNI12A8AE46AAE,ARGVJPK1187B9909EA,Josh Groban,Oceano (Revised Live Version),classical,Quelli Che,Sinan Capudan Pascià,Istruzioni Per L'(Ill)uso,Quelli Che,Sinan Capudan Pascià,Istruzioni Per L'(Ill)uso,Niente Per Scontato,Mamma,Bellamore,Niente Per Scontato,Mamma,Bellamore,Quelli Che,Limiti,Gli Insetti Del Podere,Quelli Che,Limiti,Gli Insetti Del Podere,Niente Per Scontato,Mamma,La Scala (The Ladder),Niente Per Scontato,Mamma,La Scala (The Ladder)
TRGURIJ128E078780B,SORUSFO12A67020478,ARGVJPK1187B9909EA,Josh Groban,Remember When It Rained (Album Version),classical,Interlude 5,Man In The Mirror,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Interlude 5,Man In The Mirror,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Remember When It Rained (Revised Live Version),The Day I Lost My Voice (The Suitcase Song),I Can't Function,Remember When It Rained (Revised Live Version),The Day I Lost My Voice (The Suitcase Song),I Can't Function,Remember When It Rained (Revised Live Version),Man In The Mirror,Blues For Suckers,Remember When It Rained (Revised Live Version),Man In The Mirror,Blues For Suckers,Remember When It Rained (Revised Live Version),Oh Na Na Na,Dla Niego,Remember When It Rained (Revised Live Version),Oh Na Na Na,Dla Niego
TRYKKOX128F4241839,SOEIAOV12A8AE46AC4,ARGVJPK1187B9909EA,Josh Groban,Remember When It Rained (Revised Live Version),classical,Interlude 5,Man In The Mirror,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Interlude 5,Man In The Mirror,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Remember When It Rained (Album Version),The Day I Lost My Voice (The Suitcase Song),I Can't Function,Remember When It Rained (Album Version),The Day I Lost My Voice (The Suitcase Song),I Can't Function,Remember When It Rained (Album Version),Man In The Mirror,Blues For Suckers,Remember When It Rained (Album Version),Man In The Mirror,Blues For Suckers,Remember When It Rained (Album Version),Oh Na Na Na,Dla Niego,Remember When It Rained (Album Version),Oh Na Na Na,Dla Niego
TRUVBEG128F92F0B48,SORJUAX12AB017CB28,ARGVJPK1187B9909EA,Josh Groban,Smile,classical,Interlude 5,I'm A Winner (Amended Album Version),Man In The Mirror,Interlude 5,I'm A Winner (Amended Album Version),Spitfall,Learn To Fly,Spitfall,Jack_ You're Dead!,Learn To Fly,Spitfall,Jack_ You're Dead!,Don't Need The Sun To Shine (To Make Me Smile),My Love Remains,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Don't Need The Sun To Shine (To Make Me Smile),My Love Remains,Corner Of The Earth,My Love Remains,By The Time It Gets Dark,I Wish You Could Smile,My Love Remains,Don't Need The Sun To Shine (To Make Me Smile),By The Time It Gets Dark
TRJBNZG128EF35A1AA,SOMYGPN12A6D4F7E28,ARGVJPK1187B9909EA,Josh Groban,Solo Por Ti (Album Version),classical,Move On,Horse With No Name,Dale tiempo al rumor,Move On,Horse With No Name,Dale tiempo al rumor,Solo Por Bailar,League Chicanos,De Camino a la Vereda,Solo Por Bailar,League Chicanos,De Camino a la Vereda,Dale tiempo al rumor,Gitana,Que Voy A hacer Sin Tí,Dale tiempo al rumor,Que Voy A hacer Sin Tí,Gitana,Solo Con Un Beso,En nuestro aniversario,Que Voy A hacer Sin Tí,Solo Con Un Beso,En nuestro aniversario,Que Voy A hacer Sin Tí
TRPJAPP128EF35A1AC,SOAGVMD12A6D4F7E2A,ARGVJPK1187B9909EA,Josh Groban,Un Giorno Per Noi (Album Version),classical,Otha Fish,Move On,Sinan Capudan Pascià,Sinan Capudan Pascià,Move On,Otha Fish,Oggi,Sana E Robusta,L'Attesa,Oggi,Sana E Robusta,L'Attesa,L'uomo vivo (inno al gioia),Niente Per Scontato,In Fila Per Tre,L'uomo vivo (inno al gioia),Niente Per Scontato,In Fila Per Tre,Niente Per Scontato,Dentro Me,Che Gelida Manina,Niente Per Scontato,Dentro Me,Che Gelida Manina
TRUDTXB128F423C537,SOGQZMP12A8AE4542F,ARGVJPK1187B9909EA,Josh Groban,Vincent (Starry_ Starry Night) (Album Version),classical,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),My Darling,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),My Darling,Colony,Nausea,Interlude 5,Colony,Interlude 5,Nausea,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Expansion Team Theme,Interlude 5,Expansion Team Theme,I'll Never Set You Free,Never Ending Nights,Set It Free,Broken Buildings,Never Ending Nights,Set It Free,Broken Buildings
TRMVVDP128E0787806,SOTQRPK12A67020473,ARGVJPK1187B9909EA,Josh Groban,When You Say You Love Me (Album Version),classical,Interlude 5,I'm A Winner (Amended Album Version),I Want You,Interlude 5,I'm A Winner (Amended Album Version),I Want You,North Dakota,Go On Ahead,Hurts The Most,North Dakota,Go On Ahead,Hurts The Most,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),8 Mile,I'm Going On A Long Journey Never To Return,Heaven Is A Place On Earth,Move On,It's Time,Bizarre Love Triangle,Say Hello (Angello & Ingrosso Remix),Bizarre Love Triangle,It's Time,When Your Eyes Say It
TRIEQWR128E078780D,SOULFRO12A6702047A,ARGVJPK1187B9909EA,Josh Groban,You Raise Me Up (Album Version),classical,Interlude 5,I'm A Winner (Amended Album Version),B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),I'm A Winner (Amended Album Version),Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),You Raise Me Up,All Around Me,Therapy,You Raise Me Up,All Around Me,Therapy,You Raise Me Up,Otha Fish,Keepin' It Strong,You Raise Me Up,Nobody,Bleed By Yourself,You Raise Me Up,Raise Your God,This Punishment,You Raise Me Up,This Punishment,Raise Your God
TRBEYYM128F1493C56,SOKMZQL12A58A76B19,ARGVJPK1187B9909EA,Josh Groban,Believe (Album Version),classical,Interlude 5,I'm A Winner (Amended Album Version),Man In The Mirror,Interlude 5,I'm A Winner (Amended Album Version),Move (If You Wanna),Phoenix From The Fire,Alfie,Spitfall,Phoenix From The Fire,Alfie,Spitfall,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Interlude 5,Close My Eyes,I Believe,Ants Of The Sky,Believe,I Believe,Stupid Girl,Where Is Your Heart At?,I Believe,Where Is Your Heart At?,Do You Believe Me Now
TRPITXR128F427FA1B,SOEEMLZ12A8C136C5C,ARH861H1187B9B799E,Johnny Cash,Away In A Manger,classical,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),8 Mile,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),8 Mile,Away In A Manger,Daddy Sang Bass,Raio No Terrasu (Jesus Wept),Away In A Manger,Daddy Sang Bass,Matty Groves,Away In A Manger,One of Us,The Hourglass,Away In A Manger,Little Lord Obedience,Raio No Terrasu (Jesus Wept),Away In A Manger,Raio No Terrasu (Jesus Wept),Little Lord Obedience,Away In A Manger,Raio No Terrasu (Jesus Wept),Little Lord Obedience
TRGFMUJ128F423C52F,SOKABLD12D021991AC,ARGVJPK1187B9909EA,Josh Groban,Cinema Paradiso (Se) (Album Version),classical,Istruzioni Per L'(Ill)uso,Quelli Che,Sinan Capudan Pascià,Istruzioni Per L'(Ill)uso,Quelli Che,Sinan Capudan Pascià,La Promesa,Se Tu Non Sei Lei,Oggi,La Promesa,Se Tu Non Sei Lei,Oggi,Istruzioni Per L'(Ill)uso,Quelli Che,Gli Insetti Del Podere,Istruzioni Per L'(Ill)uso,Quelli Che,Gli Insetti Del Podere,Oggi,La Promesa,L'Attesa,Oggi,La Promesa,L'Attesa
TRGVTSO12903CABC19,SOPPSEF12AB018ADD4,ARFM3UU1187B994C88,David Crowder*Band,All Around Me,classical,Interlude 5,I'm A Winner (Amended Album Version),B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Interlude 5,I'm A Winner (Amended Album Version),I Want You,Asleep,Bitch,Kraken,Asleep,Bitch,Kraken,Curse,Days Like These,Interlude 5,My Heart Belongs To You,Will I Get Out Of Jail,Days Like These,Rather Be Dead,Asleep,Will I Get Out Of Jail,Will I Get Out Of Jail,Asleep,My Heart Belongs To You
TRJGMSL128F4230A6C,SOWYWPP12A81C20850,ARPBTRI1187FB52457,The Game,Black Opera,classical,Interlude 5,I'm A Winner (Amended Album Version),I Want You,I'm A Winner (Amended Album Version),Interlude 5,I Want You,Revenge,Brooklyn Zoo,To Be With You Again,Revenge,Brooklyn Zoo,To Be With You Again,Overdose (Album Version),1st Booty On Duty,Ho's A Housewife,1st Booty On Duty,Ho's A Housewife,Overdose (Album Version),Ho's A Housewife,The Dayz Of Wayback,Crossing the Boundary,Ho's A Housewife,Crossing the Boundary,The Dayz Of Wayback
TRBGUUE128F1494FB6,SOGDJWU12A58A7DA10,ARJA1841187FB3A029,David Bowie,Baal's Hymn,classical,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Ice Is Workin' It,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Ice Is Workin' It,The Fine Print,Anarchist Bookstore part 1,Architecture II,The Fine Print,Anarchist Bookstore part 1,Architecture II,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),The Hourglass,Mortal City,The Hourglass,The Illest Brother,Captain Anarchy,A Thing Called Love,Joy To The World,A Thing Called Love,The Illest Brother,Mortal City
TREPYPE128F92EB38C,SOBAQGA12AB017C9F2,ARNJ9LU1187B9A56A6,Il Divo,Adagio,classical,Istruzioni Per L'(Ill)uso,Quelli Che,Sinan Capudan Pascià,Istruzioni Per L'(Ill)uso,Quelli Che,Sinan Capudan Pascià,Musica,Adagio,Mamma,Musica,Adagio,Mamma,Quelli Che,Istruzioni Per L'(Ill)uso,Gli Insetti Del Podere,Quelli Che,Istruzioni Per L'(Ill)uso,Gli Insetti Del Podere,Musica,Adagio,Il meglio di te,Musica,Adagio,Il meglio di te
TRGZRPJ128F92EF7E2,SOJBCHJ12A8C140942,ARNJ9LU1187B9A56A6,Il Divo,Adeste Fideles,classical,It's A Party,Tell Your Momma Come,Aguas De Marco,It's A Party,Tell Your Momma Come,Aguas De Marco,Maria & Jag,Out On The Western Plain,Belladonna,Maria & Jag,Out On The Western Plain,Belladonna,O Holy Night,O Holy Night,Aguas De Marco,O Holy Night,Aguas De Marco,O Holy Night,O Holy Night,O Holy Night,Flow,O Holy Night,O Holy Night,Flow
TRGXTYR128F42ACF5F,SOJILSK12A8C13F427,ARNJ9LU1187B9A56A6,Il Divo,All By Myself (Solo Otra Vez),classical,El Negro Está Cocinando,Gitana,Horse With No Name,El Negro Está Cocinando,Gitana,Horse With No Name,La Vida Sin Amor,Mi Vida Sin Tu Amor,Mienteme Otra Véz,La Vida Sin Amor,Mi Vida Sin Tu Amor,Mienteme Otra Véz,Amor Mio No Te Vayas,Mienteme Otra Véz,Sin Conocerte,Amor Mio No Te Vayas,Mienteme Otra Véz,Sin Conocerte,Amor Mio No Te Vayas,Otra Vez,Sin Conocerte,Amor Mio No Te Vayas,Otra Vez,Sin Conocerte
TRVXXVG128F933AB88,SOHGPTR12AB01874F5,ARNJ9LU1187B9A56A6,Il Divo,Amazing Grace,classical,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Splurge,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Splurge,Amazing Grace,Heavily Sedated,Rugged Road,Amazing Grace,Heavily Sedated,Rugged Road,Amazing Grace,Curse,One of Us,Amazing Grace,Curse,How The Day Sounds,Amazing Grace,Peace,Playstation Blues,Amazing Grace,Peace,Playstation Blues
TRLFGML128F92EB391,SOMZKFD12AB017CA0C,ARNJ9LU1187B9A56A6,Il Divo,Angelina,classical,Dale tiempo al rumor,Cantando,El Negro Está Cocinando,Dale tiempo al rumor,Cantando,El Negro Está Cocinando,El Camino Del Exceso,Sonrisa especial,Abre tu puerta (y cruza el universo),El Camino Del Exceso,Sonrisa especial,Abre tu puerta (y cruza el universo),Cantando,Dale tiempo al rumor,Todos Quieren A Raymond,Cantando,Dale tiempo al rumor,Todos Quieren A Raymond,Cantando,Sonrisa especial,Abre tu puerta (y cruza el universo),Cantando,Sonrisa especial,Abre tu puerta (y cruza el universo)
TRVFSWI128F42ACE94,SOJZKPG12A8C13F9E0,ARNJ9LU1187B9A56A6,Il Divo,Ave Maria,classical,Move On,Horse With No Name,Istruzioni Per L'(Ill)uso,Move On,Horse With No Name,Istruzioni Per L'(Ill)uso,Roma Sogna,La Promesa,Fili,Roma Sogna,La Promesa,Fili,Istruzioni Per L'(Ill)uso,Quelli Che,Sinan Capudan Pascià,Istruzioni Per L'(Ill)uso,Quelli Che,Sinan Capudan Pascià,Come Primavera,Fili,Roma Sogna,Come Primavera,Fili,Roma Sogna
TRMKTUF128F42BC140,SOLHDOP12A8C13FB24,ARNJ9LU1187B9A56A6,Il Divo,Caruso,classical,Istruzioni Per L'(Ill)uso,Sinan Capudan Pascià,Move On,Istruzioni Per L'(Ill)uso,Sinan Capudan Pascià,Move On,Caruso,Istruzioni Per L'(Ill)uso,La Canzone Dell' Impossibile,Caruso,Istruzioni Per L'(Ill)uso,La Canzone Dell' Impossibile,Istruzioni Per L'(Ill)uso,Sinan Capudan Pascià,Gli Insetti Del Podere,Istruzioni Per L'(Ill)uso,Sinan Capudan Pascià,Gli Insetti Del Podere,Caruso,La Canzone Dell' Impossibile,Nessun dorma!,Caruso,La Canzone Dell' Impossibile,Nessun dorma!
TRXNYOZ128F42BC146,SOBTJJR12A8C13FB29,ARNJ9LU1187B9A56A6,Il Divo,Come Primavera,classical,Move On,Horse With No Name,Mother Nature,Move On,Horse With No Name,Mother Nature,Spente Le Stelle,Istruzioni Per L'(Ill)uso,Roma Sogna,Spente Le Stelle,Istruzioni Per L'(Ill)uso,Roma Sogna,Istruzioni Per L'(Ill)uso,Quelli Che,Sinan Capudan Pascià,Istruzioni Per L'(Ill)uso,Quelli Che,Limiti,Ave Maria,Passeggeri Distratti,Tristesse,Ave Maria,Passeggeri Distratti,Tristesse
TRYFLQK128F92EF7F1,SOOVZJZ12A8C1399B9,ARNJ9LU1187B9A56A6,Il Divo,Dentro Un Altro Si,classical,Quelli Che,Istruzioni Per L'(Ill)uso,Sinan Capudan Pascià,Quelli Che,Istruzioni Per L'(Ill)uso,Sinan Capudan Pascià,L'Abbraccio,Per combattere l'acne,Oceano (Revised Live Version),L'Abbraccio,Per combattere l'acne,Oceano (Revised Live Version),Gli Insetti Del Podere,Quelli Che,Limiti,Gli Insetti Del Podere,Quelli Che,Limiti,Oceano (Revised Live Version),Per combattere l'acne,L'Età Dei Figuranti,Oceano (Revised Live Version),Per combattere l'acne,L'Età Dei Figuranti
TRRWCOL128F42AD05D,SOOZNYR12A8C13D9F7,ARNJ9LU1187B9A56A6,Il Divo,En Aranjuez Con Tu Amor,classical,Dale tiempo al rumor,Cantando,Lloré Lloré,Dale tiempo al rumor,Cantando,Lloré Lloré,Aranjuez Ma Pensee,Mediterraneo,Tu Y Yo,Aranjuez Ma Pensee,Mediterraneo,Tu Y Yo,Cantando,Dale tiempo al rumor,La ciudad nunca duerme,Cantando,Dale tiempo al rumor,La ciudad nunca duerme,Aranjuez Ma Pensee,Hermanos de sangre (Rulot 05),No te creas,Aranjuez Ma Pensee,Hermanos de sangre (Rulot 05),No te creas
TRVRPTI128F92EB390,SOCREBZ12AB017CA05,ARNJ9LU1187B9A56A6,Il Divo,Enamorado,classical,Dale tiempo al rumor,Te Vuelvo Loca,Gitana,Te Vuelvo Loca,Dale tiempo al rumor,Gitana,Te Amo,Mi Vida Por Un Hombre,De Oro,Te Amo,Mi Vida Por Un Hombre,De Oro,Dale tiempo al rumor,Alejate De Mi,Como Y Vete,Dale tiempo al rumor,Alejate De Mi,Como Y Vete,Alejate De Mi,Virgen De Riña,Volcan,Alejate De Mi,Virgen De Riña,Volcan
TRGRNWU128F42AE46D,SOLRRGS12A8C13FD5A,ARNJ9LU1187B9A56A6,Il Divo,Esisti Dentro Me,classical,Tu Sonrisa,Como Y Vete,Tu Amor (Hecho En Madrid),Tu Sonrisa,Como Y Vete,Tu Amor (Hecho En Madrid),Tu Sonrisa,Tú Sólo Tú,Tu Sei,Tu Sonrisa,Tú Sólo Tú,Tu Sei,Istruzioni Per L'(Ill)uso,Quelli Che,Salutandotiaffogo,Istruzioni Per L'(Ill)uso,Quelli Che,Salutandotiaffogo,Ognuno Soffre,Se Tu Non Sei Lei,Ave Maria,Ognuno Soffre,Se Tu Non Sei Lei,Ave Maria
TRNXWLK128F92EC9A7,SOVINFL12A8C139286,ARNJ9LU1187B9A56A6,Il Divo,Everytime I Look At You,classical,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),I'm A Winner (Amended Album Version),Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),I'm A Winner (Amended Album Version),Broken Vow,Broken Vow (Album Version),Endless love,Broken Vow,Broken Vow (Album Version),I Will Survive,Closer To You,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Lost In This Moment,My Big Mistake,I'm Going On A Long Journey Never To Return,Playstation Blues,Blinded,My Big Mistake,Playstation Blues,My Big Mistake,Lost In This Moment
TRITOVK128F92EC9A0,SOCVWFF12A8C13B6EE,ARNJ9LU1187B9A56A6,Il Divo,Feelings,classical,I've Grown Accustomed To Her Face,Can U Feel It?,Istruzioni Per L'(Ill)uso,I've Grown Accustomed To Her Face,Can U Feel It?,Istruzioni Per L'(Ill)uso,30 Anni Che Non Ci Vediamo,Niente Per Scontato,I've Grown Accustomed To Her Face,30 Anni Che Non Ci Vediamo,Niente Per Scontato,I've Grown Accustomed To Her Face,Gli Insetti Del Podere,L'uomo vivo (inno al gioia),Quelli Che,Gli Insetti Del Podere,L'uomo vivo (inno al gioia),Limiti,Niente Per Scontato,Semplicemente (Canto Per Te),L'Età Dei Figuranti,Niente Per Scontato,Semplicemente (Canto Per Te),L'Età Dei Figuranti
TRRLVOI128F92EB38D,SOKINKK12AB017C9F6,ARNJ9LU1187B9A56A6,Il Divo,Hallelujah (Aleluya),classical,Dale tiempo al rumor,Cantando,Lloré Lloré,Dale tiempo al rumor,Cantando,Lloré Lloré,El 28,Buenaventura Y Caney,Cantando,El 28,Buenaventura Y Caney,Cantando,Cantando,Dale tiempo al rumor,No Paseis Por Alto A Los Genios,Cantando,Dale tiempo al rumor,No Paseis Por Alto A Los Genios,Buenaventura Y Caney,El ectoplasta,Amores Como El Nuestro,Buenaventura Y Caney,El ectoplasta,Amores Como El Nuestro
TRHPPNF128F42ACFA9,SOCXAJQ12A8C13FD4E,ARNJ9LU1187B9A56A6,Il Divo,Hasta Mi Final,classical,Dale tiempo al rumor,Te Vuelvo Loca,Cantando,Dale tiempo al rumor,Te Vuelvo Loca,Cantando,Te Amo,De Oro,Clemencia,Te Amo,De Oro,Clemencia,Dale tiempo al rumor,Cantando,Todos Quieren A Raymond,Dale tiempo al rumor,Cantando,Mañana que más da,Llorar duele mas,Tal Para Cual,Vete De Mi,Llorar duele mas,Tal Para Cual,Todavía Me Amas
TRUXYDP128F93234BD,SOYGKHG12AB01804C8,ARS54I31187FB46721,Taylor Swift,Crazier,country,Interlude 5,I'm A Winner (Amended Album Version),Hold Me Down (Album Version),Interlude 5,I'm A Winner (Amended Album Version),Hold Me Down (Album Version),Higher,Between A Mother And A Child,You Made Me Feel,Higher,Between A Mother And A Child,You Made Me Feel,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Close My Eyes,Close My Eyes,The Way You Make Me Feel,Paprika Plains  (Remix),Love Goes Down,You Made Me Feel,Manhattan,Love Goes Down,You Made Me Feel,Watch The Sky For Me
